36.5,67,64,0.225,2
36.5,55,57,0.225,1
36.75,65,63,0.225,2
36.75,53,56,0.225,1
37,64,62,0.225,2
37,52,55,0.225,1
37.25,65,63,0.225,2
37.25,53,56,0.225,1
37.5,67,64,0.225,2
37.5,55,57,0.225,1
37.75,69,65,0.225,2
37.75,57,58,0.225,1
38,59,59,0.225,1
38,71,66,0.225,2
38.25,55,57,0.225,1
38.25,67,64,0.225,2
38.5,65,63,0.225,2
38.5,53,56,0.225,1
38.75,52,55,0.225,1
38.75,64,62,0.225,2
39,62,61,0.225,2
39,50,54,0.225,1
39.25,64,62,0.225,2
39.25,52,55,0.225,1
39.5,53,56,0.225,1
39.5,65,63,0.225,2
39.75,55,57,0.225,1
39.75,67,64,0.225,2
40,57,58,0.225,1
40,69,65,0.225,2
40.25,65,63,0.225,2
40.25,53,56,0.225,1
40.5,52,55,0.225,1
40.5,64,62,0.225,2
40.75,50,54,0.225,1
40.75,62,61,0.225,2
41,60,60,0.225,2
41,48,53,0.225,1
41.25,62,61,0.225,2
41.25,50,54,0.225,1
41.5,52,55,0.225,1
41.5,64,62,0.225,2
41.75,65,63,0.225,2
41.75,53,56,0.225,1
42,67,64,0.225,2
42,55,57,0.225,1
42.25,64,62,0.225,2
42.25,52,55,0.225,1
42.5,62,61,0.225,2
42.5,50,54,0.225,1
42.75,60,60,0.225,2
42.75,48,53,0.225,1
43,47,52,0.225,1
43,59,59,0.225,2
43.25,60,60,0.225,2
43.25,48,53,0.225,1
43.5,50,54,0.225,1
43.5,62,61,0.225,2
43.75,64,62,0.225,2
43.75,52,55,0.225,1
44,65,63,0.225,2
44,53,56,0.225,1
44.25,50,54,0.225,1
44.25,62,61,0.225,2
44.5,48,53,0.225,1
44.5,60,60,0.225,2
44.75,47,52,0.225,1
44.75,59,59,0.225,2
45,57,58,0.225,2
45,45,51,0.225,1
45.25,47,52,0.225,1
45.25,59,59,0.225,2
45.5,60,60,0.225,2
45.5,48,53,0.225,1
45.75,62,61,0.225,2
45.75,50,54,0.225,1
46,64,62,0.225,2
46,52,55,0.225,1
46.25,48,53,0.225,1
46.25,60,60,0.225,2
46.5,59,59,0.225,2
46.5,47,52,0.225,1
46.75,45,51,0.225,1
46.75,57,58,0.225,2
47,55,57,0.225,2
47,43,50,0.225,1
47.25,45,51,0.225,1
47.25,57,58,0.225,2
47.5,59,59,0.225,2
47.5,47,52,0.225,1
47.75,60,60,0.225,2
47.75,48,53,0.225,1
48,62,61,0.225,2
48,50,54,0.225,1
48.25,59,59,0.225,2
48.25,47,52,0.225,1
48.5,45,51,0.225,1
48.5,57,58,0.225,2
48.75,43,50,0.225,1
48.75,55,57,0.225,2
49,41,49,0.225,1
49,53,56,0.225,2
49.25,55,57,0.225,2
49.25,43,50,0.225,1
49.5,45,51,0.225,1
49.5,57,58,0.225,2
49.75,47,52,0.225,1
49.75,59,59,0.225,2
50,48,53,0.225,1
50,60,60,0.225,2
50.25,57,58,0.225,2
50.25,45,51,0.225,1
50.5,43,50,0.225,1
50.5,55,57,0.225,2
50.75,41,49,0.225,1
50.75,53,56,0.225,2
51,52,55,0.225,2
51,40,48,0.225,1
51.25,53,56,0.225,2
51.25,41,49,0.225,1
51.5,55,57,0.225,2
51.5,43,50,0.225,1
51.75,57,58,0.225,2
51.75,45,51,0.225,1
52,59,59,0.225,2
52,47,52,0.225,1
52.25,55,57,0.225,2
52.25,43,50,0.225,1
52.5,53,56,0.225,2
52.5,41,49,0.225,1
52.75,52,55,0.225,2
52.75,40,48,0.225,1
53,50,54,0.225,2
53,38,47,0.225,1
53.25,52,55,0.225,2
53.25,40,48,0.225,1
53.5,53,56,0.225,2
53.5,41,49,0.225,1
53.75,55,57,0.225,2
53.75,43,50,0.225,1
54,57,58,0.225,2
54,45,51,0.225,1
54.25,53,56,0.225,2
54.25,41,49,0.225,1
54.5,52,55,0.225,2
54.5,40,48,0.225,1
54.75,50,54,0.225,2
54.75,38,47,0.225,1
55,48,53,0.225,2
55,36,46,0.225,1
55.25,50,54,0.225,2
55.25,38,47,0.225,1
55.5,52,55,0.225,2
55.5,40,48,0.225,1
55.75,53,56,0.225,2
55.75,41,49,0.225,1
56,55,57,0.225,2
56,43,50,0.225,1
56.25,52,55,0.225,2
56.25,40,48,0.225,1
56.5,50,54,0.225,2
56.5,38,47,0.225,1
56.75,48,53,0.225,2
56.75,36,46,0.225,1
57,47,52,0.225,2
57,35,45,0.225,1
57.25,48,53,0.225,2
57.25,36,46,0.225,1
57.5,50,54,0.225,2
57.5,38,47,0.225,1
57.75,52,55,0.225,2
57.75,40,48,0.225,1
58,36,46,1.8,1
58,48,53,1.8,2
